med_name,hour,minute,second,pills,servoNum,pillsInTape,dosesPerDay,triggered,notifiedLowDays,lastNotifyTime
MedA,21,52,1,2,4,7,2,False,False,1672917342
MedA,20,53,30,1,3,64,3,True,True,1611929531
MedC,4,41,56,1,2,62,1,True,True,1660810750
MedE,16,23,6,2,10,93,4,True,True,1692574570
MedE,21,0,23,5,2,15,2,False,False,1647018552
MedA,0,54,0,4,7,58,4,True,True,1671477772
MedD,4,1,55,1,4,39,4,True,True,1627340476
MedC,13,32,43,3,2,50,3,True,True,1626930828
MedE,21,13,37,3,1,95,4,True,False,1627034796
MedB,8,31,41,1,5,47,4,True,False,1601935839
MedB,10,48,1,3,8,51,4,False,False,1614053003
MedB,3,5,22,1,10,16,2,False,False,1683225113
MedA,0,17,8,4,9,94,3,True,True,1632546093
MedE,7,37,21,2,6,32,4,False,True,1682800599
MedB,6,41,43,3,6,12,2,False,True,1696150744
MedD,21,1,18,1,6,61,2,True,False,1635706343
MedA,23,28,28,2,7,6,2,False,False,1616929241
MedE,14,21,55,5,4,30,4,True,False,1639215051
MedD,21,8,58,3,2,85,4,True,True,1657901017
MedC,13,16,54,1,7,20,3,True,True,1638358905
MedA,18,24,12,4,2,80,2,True,False,1640185690
MedA,15,2,44,1,4,11,2,True,False,1649121060
MedA,5,30,49,3,6,61,1,True,False,1645319430
MedE,1,37,33,5,6,80,2,True,False,1695657471
MedC,5,2,8,5,9,63,2,True,True,1647439905
MedA,8,47,12,1,6,14,2,False,True,1658366538
MedE,6,7,4,4,1,50,2,False,True,1663771399
MedC,14,41,54,4,5,73,4,True,False,1620124644
MedA,20,43,55,2,7,29,3,False,False,1661583449
MedE,20,13,16,5,3,39,4,False,True,1610556166
MedD,13,3,55,4,5,56,1,True,True,1617629408
MedD,17,7,11,5,9,21,3,False,True,1660368073
MedC,9,58,4,1,10,3,1,True,True,1683193567
MedD,8,7,6,1,10,17,1,False,True,1646614552
MedA,19,0,9,3,8,37,3,True,True,1657241374
MedD,19,53,53,3,3,21,3,True,False,1669211279
MedA,10,13,17,3,3,92,1,True,False,1630750126
MedC,0,31,49,4,6,48,1,False,True,1656724420
MedA,10,59,31,4,8,31,4,True,True,1661502233
MedB,20,19,15,2,2,68,1,True,True,1680406459
MedA,18,11,47,4,4,66,3,True,False,1615210695
MedC,0,28,36,2,4,1,1,False,False,1630007064
MedC,4,56,28,4,1,26,4,True,True,1675883295
MedD,10,10,0,4,9,2,2,True,False,1652654809
MedC,17,8,58,4,4,20,1,False,False,1614041595
MedB,5,13,20,1,6,80,3,False,True,1640628744
MedA,20,20,25,5,10,89,2,True,True,1637985939
MedD,7,35,2,3,8,41,3,True,False,1643403528
MedB,7,36,17,5,1,89,1,False,True,1697809876
MedC,15,19,42,5,9,27,4,False,True,1630656953
MedA,23,19,44,5,10,12,3,False,False,1685399604
MedE,8,21,55,5,8,30,4,False,True,1676717497
MedA,1,32,46,5,7,96,2,True,False,1639367485
MedE,12,38,43,5,10,83,4,False,False,1674944699
MedA,3,17,49,1,2,39,1,True,True,1663437333
MedB,15,52,8,2,5,80,2,True,True,1605221539
MedA,16,51,1,3,9,46,3,False,True,1608037391
MedA,7,55,40,3,10,90,2,True,False,1692799956
MedC,5,54,30,2,8,12,4,True,False,1630704251
MedC,22,46,6,2,4,0,3,True,True,1662721022
MedE,4,35,14,5,7,55,4,False,False,1684287939
MedE,12,50,28,5,4,28,4,True,True,1684101168
MedC,10,57,44,1,5,14,4,False,False,1659671311
MedD,2,3,4,3,3,95,1,True,False,1605287317
MedD,9,43,3,4,3,8,3,True,True,1681578699
MedA,17,24,1,2,9,50,2,False,True,1628699636
MedE,16,34,19,1,5,27,3,True,True,1691325599
MedB,13,46,29,3,7,64,1,False,False,1650297517
MedC,20,56,51,1,7,12,3,True,False,1606183337
MedD,13,0,2,4,4,21,3,True,False,1600458084
MedA,8,24,56,1,1,73,1,False,True,1612197843
MedD,12,21,40,3,6,48,2,True,True,1682759339
MedA,5,9,9,3,3,13,4,True,True,1616903339
MedC,7,30,10,1,10,1,1,True,True,1619843457
MedB,21,32,30,5,10,69,2,False,True,1688403184
MedC,4,53,1,4,4,26,2,False,False,1619147620
MedB,10,19,22,4,4,49,2,True,False,1649772671
MedA,17,24,43,2,9,92,3,True,True,1608368879
MedD,15,36,27,4,6,61,2,True,True,1651167319
MedC,14,27,29,2,5,93,3,True,False,1666864722
MedA,10,20,15,1,4,4,2,True,False,1645085863
MedE,15,19,28,4,6,70,3,False,True,1649738213
MedA,22,26,36,5,10,31,4,True,False,1690653435
MedE,10,49,19,1,7,42,2,True,False,1600209732
MedE,0,11,59,3,5,30,3,True,True,1669537297
MedE,22,43,33,3,10,23,1,False,False,1666462990
MedC,23,27,34,3,10,37,3,True,True,1696434280
MedA,10,25,52,4,5,27,1,True,False,1683107694
MedA,4,28,53,3,7,29,2,True,True,1629275073
MedB,18,35,13,1,3,42,4,False,True,1600959264
MedA,21,22,35,3,6,65,1,False,False,1637293544
MedA,15,28,32,2,10,42,4,False,True,1680036799
MedE,4,9,6,4,3,86,2,True,True,1662191426
MedE,1,26,25,3,2,49,1,True,True,1620342468
MedA,2,14,54,5,5,32,1,False,True,1621311968
MedA,23,27,38,2,6,18,1,True,True,1608425321
MedA,8,53,51,5,3,3,2,False,True,1638315691
MedC,1,41,45,4,9,3,3,True,True,1610817947
MedA,0,31,42,5,6,64,1,True,False,1602269917
MedC,18,18,1,3,5,74,1,False,True,1632158434
MedB,21,41,50,1,6,48,4,True,False,1673224030
MedA,1,51,52,2,5,60,1,False,False,1631645227
MedD,12,18,25,2,10,15,4,True,False,1629956824
MedC,21,43,2,1,5,11,4,False,True,1695389187
MedE,0,25,15,4,1,18,4,False,True,1677575626
MedE,7,21,6,4,7,66,3,False,False,1674141109
MedE,9,36,9,4,6,89,3,True,False,1673303613
MedA,22,38,48,3,6,7,2,False,True,1695542366
MedB,15,50,19,3,4,95,4,True,False,1669654168
MedB,19,32,3,3,9,1,3,False,True,1605749446
MedE,21,57,56,5,10,57,2,False,True,1643777958
MedB,19,31,50,1,8,16,1,False,False,1650260638
MedD,23,28,43,1,8,99,2,True,True,1651452131
MedA,7,1,29,3,7,100,2,False,True,1665263329
MedA,13,1,29,2,9,52,3,True,True,1681982196
MedD,19,9,41,4,4,9,2,True,True,1635896110
MedE,4,26,1,5,9,48,1,True,False,1654321120
MedE,19,46,40,4,5,72,3,True,False,1648121992
MedE,5,57,58,2,8,72,4,False,True,1688767046
MedE,21,27,11,3,1,78,1,True,False,1658628635
MedD,14,19,52,4,7,64,2,True,False,1683215656
MedA,20,13,44,1,6,91,2,False,False,1611309430
MedB,14,49,7,2,3,100,1,True,True,1698697675
MedB,15,40,13,3,1,14,1,True,False,1611386740
MedC,4,44,44,5,2,76,4,True,False,1685187011
MedA,4,33,23,2,7,45,1,False,False,1612756224
MedA,21,10,45,4,7,38,4,False,True,1633737705
MedA,1,25,37,4,1,12,3,True,True,1617524084
MedD,5,35,19,4,4,94,2,False,False,1640833203
MedC,13,51,43,5,2,76,2,False,False,1625225309
MedA,10,22,18,2,2,80,1,True,False,1669267547
MedE,4,33,52,2,10,47,4,False,True,1663220154
MedB,19,40,7,2,5,74,4,False,True,1688878711
MedA,15,21,30,4,9,23,3,True,False,1685912234
MedD,15,27,48,3,10,18,4,True,False,1689171495
MedD,17,59,2,1,6,16,4,True,False,1627252045
MedA,12,36,47,5,9,5,1,False,False,1674849254
MedE,0,29,56,2,2,5,2,True,False,1640906046
MedC,17,12,50,2,8,40,1,False,False,1637698173
MedA,18,30,32,3,1,72,4,True,True,1641662578
MedD,13,11,44,4,2,3,3,False,True,1611787600
MedA,9,6,14,2,3,27,4,True,True,1677847666
MedA,19,7,4,3,9,49,4,True,False,1681215089
MedD,14,55,41,1,6,44,4,True,True,1641754671
MedC,14,42,38,2,1,49,4,True,False,1617417475
MedD,19,56,50,2,6,88,2,True,True,1654201514
MedA,9,36,8,3,8,67,1,True,False,1635807560
MedD,1,17,10,5,7,10,3,True,True,1609785845
MedE,8,12,11,2,4,18,4,True,False,1682445309
MedA,0,31,21,1,4,99,1,False,True,1696746381
MedB,21,55,37,5,3,0,1,True,False,1674212821
MedE,12,33,50,4,1,58,3,False,True,1697265380
MedC,2,2,21,4,7,1,3,True,True,1666152550
MedA,21,17,16,4,6,56,3,False,True,1658386175
MedA,20,15,58,2,8,51,4,False,False,1626157573
MedB,21,15,27,5,8,17,4,True,False,1646983711
MedA,11,23,15,1,8,27,4,True,True,1619765285
MedB,17,14,39,5,5,2,2,False,True,1615108038
MedC,16,35,40,4,9,59,1,True,False,1610124876
MedE,1,34,53,2,1,60,1,False,True,1640955546
MedC,10,53,30,3,4,3,4,False,False,1665784222
MedE,22,0,4,1,9,31,2,False,True,1606702450
MedA,23,31,45,1,1,89,2,True,True,1698178407
MedE,1,45,36,3,4,71,4,False,False,1655487693
MedB,7,16,52,2,7,81,1,True,False,1674069753
MedC,12,59,1,1,9,2,2,True,False,1604099938
MedD,5,51,33,1,5,84,4,False,False,1696378962
MedA,19,7,11,5,4,15,3,True,False,1662482985
MedC,12,3,56,3,2,4,3,False,False,1658575317
MedE,17,9,48,3,8,77,2,True,False,1627927414
MedD,8,6,24,1,5,11,1,True,False,1625387496
MedB,13,7,33,1,1,99,1,False,False,1606479224
MedB,22,59,31,3,4,1,4,False,False,1634905644
MedD,21,50,30,4,5,19,3,True,False,1614787297
MedE,20,56,14,3,7,71,4,False,True,1601110649
MedB,16,8,39,1,7,36,2,True,True,1695344245
MedB,22,35,49,3,4,47,1,False,True,1686701274
MedA,7,35,23,2,4,33,3,True,False,1649753507
MedD,22,30,51,2,6,56,4,False,False,1625688250
MedD,1,52,31,2,8,22,2,True,False,1616322402
MedB,7,8,58,5,10,83,3,False,True,1654139620
MedB,5,47,8,3,2,15,4,False,False,1629124841
MedE,15,55,41,4,1,29,4,False,True,1687637046
MedC,5,28,23,1,5,33,2,True,False,1660694425
MedE,5,14,52,2,2,76,4,False,False,1676994515
MedE,8,33,7,3,7,11,3,True,True,1691851500
MedE,2,32,59,2,6,18,3,True,False,1681659634
MedB,20,52,14,1,1,9,1,False,True,1662251465
MedB,3,52,3,4,8,90,1,True,False,1607185566
MedC,4,13,58,5,4,70,4,True,False,1676924260
MedE,19,3,1,4,5,96,1,False,True,1621493990
MedE,9,36,47,4,1,40,1,False,False,1643077349
MedE,18,4,29,4,9,28,3,True,True,1647127753
MedC,0,27,25,4,10,18,2,True,True,1671003205
MedB,23,50,39,1,5,72,1,True,True,1610484456
MedD,8,52,11,4,9,4,3,False,False,1623778898
MedD,0,43,14,2,3,55,2,False,True,1687772586
MedD,1,40,30,4,10,80,2,True,False,1621912275
MedB,21,48,11,3,8,32,2,True,True,1606653954
MedD,23,46,38,4,6,18,2,True,True,1618338562
MedC,15,16,59,4,3,5,3,True,False,1650746654
MedC,20,27,35,2,3,8,4,False,False,1694107562
MedE,18,38,33,5,8,44,2,True,False,1603048755
MedE,0,31,32,5,1,70,2,False,False,1685258562
MedB,9,3,12,5,6,22,2,False,False,1654530398
MedB,0,5,37,5,2,60,4,False,False,1630964734
MedB,23,53,48,2,6,82,2,True,False,1670203071
MedD,18,13,9,5,7,2,2,True,True,1604096470
MedB,19,51,5,2,4,40,1,False,False,1600387651
MedC,13,27,45,3,4,58,4,False,True,1635250521
MedD,14,30,53,3,5,64,2,True,True,1635592852
MedC,11,32,12,1,1,70,2,True,True,1677089838
MedC,19,22,31,3,7,19,3,True,True,1675683244
MedD,15,36,7,5,6,26,4,True,False,1628187353
MedC,20,16,43,5,9,96,1,False,True,1675412650
MedD,23,3,20,2,2,52,4,False,False,1693789878
MedA,5,46,41,3,2,15,2,True,True,1679617894
MedE,16,50,23,3,5,34,2,True,True,1626204678
MedA,20,23,2,2,3,91,1,False,False,1635940878
MedB,15,29,34,1,5,51,1,True,False,1634341363
MedA,0,35,1,4,9,30,4,False,False,1601098903
MedA,17,18,31,1,2,52,3,False,True,1656329713
MedB,7,17,25,4,2,51,4,False,True,1672976877
MedA,4,59,45,4,1,52,1,False,True,1679825066
MedB,22,1,3,3,2,74,1,False,True,1628721544
MedC,8,56,5,3,1,62,3,True,True,1687417126
MedE,2,8,58,2,2,73,1,False,False,1688738000
MedD,8,33,10,1,5,79,3,False,True,1657188168
MedE,2,10,1,2,8,60,4,True,False,1608996480
MedD,0,15,59,4,10,88,2,False,False,1689979551
MedC,11,14,31,2,6,26,4,True,False,1674318998
MedC,4,35,55,4,10,56,4,True,False,1604889578
MedA,16,30,15,2,5,79,2,False,True,1620793537
MedE,20,16,18,2,8,71,2,True,False,1611435891
MedD,3,47,7,3,9,3,1,True,True,1648690970
MedB,7,44,44,2,4,14,4,True,True,1645234693
MedE,3,19,40,3,10,34,1,True,False,1678147636
MedD,10,4,10,3,8,91,1,False,False,1692372215
MedA,5,51,56,2,9,14,1,True,False,1613850638
MedB,15,49,27,4,8,95,2,True,False,1638303156
MedB,2,9,15,3,2,71,4,True,False,1646811453
MedD,17,39,40,4,2,35,2,True,False,1607127171
MedC,11,5,56,4,1,15,1,False,False,1613447147
MedA,14,52,5,2,4,86,3,False,True,1689856843
MedB,10,27,49,2,2,26,4,False,False,1685638936
MedB,15,38,19,2,1,80,1,True,True,1600732609
MedD,13,47,17,1,8,67,3,True,True,1618645142
MedD,21,56,19,2,7,75,1,False,True,1668176668
MedC,22,53,44,5,10,59,4,True,False,1635687207
MedC,21,14,25,1,3,74,1,True,True,1675537240
MedB,12,53,12,4,3,83,1,False,True,1699163837
MedA,3,52,27,5,9,97,3,True,False,1609427031
MedE,6,10,31,2,2,73,4,False,True,1603443128
MedB,17,29,12,2,2,93,2,True,True,1637099538
MedC,4,12,3,1,4,29,3,False,True,1652310770
MedD,15,53,17,1,4,1,3,False,True,1602067893
MedB,1,11,48,3,2,84,3,True,False,1601687259
MedA,14,58,47,2,10,33,1,False,True,1606012207
MedB,14,21,12,1,6,67,2,True,True,1641639562
MedB,20,7,15,3,10,49,1,False,False,1690642104
MedD,23,36,21,5,9,47,4,False,True,1644230483
MedB,22,35,49,5,4,84,3,False,False,1628013482
MedB,12,10,25,3,1,57,3,False,True,1602713634
MedE,13,45,9,5,9,46,3,True,True,1631927628
MedE,19,31,45,4,9,53,3,True,True,1643540229
MedE,0,50,17,3,10,21,1,True,True,1674513369
MedA,4,35,59,5,9,79,3,True,False,1673067889
MedD,17,48,17,1,6,97,3,False,False,1648719336
MedE,11,32,54,5,9,63,4,True,False,1610327762
MedD,10,56,33,2,8,83,2,False,True,1624563821
MedC,1,16,32,3,5,72,4,True,True,1643055651
MedA,21,20,29,3,9,88,4,False,False,1689010038
MedC,22,59,28,4,8,1,1,True,True,1637010534
MedC,8,13,17,4,8,96,1,False,True,1629626448
MedC,0,31,19,5,4,59,1,True,False,1600318530
MedA,0,37,56,5,7,31,4,False,False,1614747698
MedE,13,26,59,1,2,57,3,False,True,1672864307
MedA,11,52,53,3,1,16,3,True,True,1633481320
MedD,12,32,41,5,1,7,2,True,False,1675647672
MedA,21,6,40,3,7,21,4,True,False,1626652739
MedA,21,12,20,4,6,5,2,True,False,1684617722
MedB,3,38,42,2,1,97,3,False,False,1623786745
MedD,13,37,57,3,4,61,4,True,False,1679569410
MedE,7,38,12,1,6,78,4,False,False,1653389443
MedC,8,4,40,5,2,22,3,False,True,1674872007
MedB,11,40,3,2,10,6,3,False,True,1650565969
MedA,16,47,56,5,6,28,3,True,False,1613171250
MedB,14,16,27,1,2,55,3,False,False,1686246059
MedD,0,39,56,5,1,52,1,False,True,1692999605
MedE,8,31,31,4,10,97,4,False,True,1615431025
MedA,11,30,2,1,3,73,3,True,False,1644550757
MedE,10,4,59,1,4,67,4,False,True,1658424475
MedE,5,39,39,5,6,59,3,False,True,1680387641
MedD,14,27,51,5,7,22,4,False,False,1637827348
MedE,8,23,12,4,6,65,4,False,True,1610786917
MedA,13,24,56,4,3,53,2,False,False,1688656459
MedC,12,23,52,4,4,80,3,False,False,1669294564
MedE,1,10,2,2,10,89,4,False,True,1613233712
MedB,22,37,20,2,3,34,1,False,False,1608067367
MedE,22,35,38,2,4,45,3,False,True,1613898516
MedB,4,19,36,4,6,76,4,False,False,1626045941
MedB,1,41,53,5,7,37,4,False,False,1668287414
MedB,21,21,48,3,9,34,4,True,False,1643863520
MedE,21,28,44,2,4,4,3,True,True,1673202664
MedD,20,51,11,5,10,61,4,True,False,1600214115
MedC,8,51,44,2,4,14,4,False,True,1603761020
MedE,18,13,56,4,10,70,3,True,True,1653802365
MedC,1,48,55,2,2,95,1,False,False,1620457425
MedE,14,8,18,5,4,45,2,True,True,1647092424
MedC,16,5,8,1,7,25,1,True,False,1610278800
MedA,3,20,19,3,2,83,4,True,True,1670849058
MedD,16,24,15,5,1,98,3,True,True,1612617173
MedD,15,49,19,4,3,38,3,True,False,1606950743
MedB,21,27,7,1,8,52,1,True,True,1698524697
MedD,2,57,9,1,2,55,4,True,False,1627629988
MedE,16,30,35,3,6,11,4,False,False,1668297655
MedE,20,58,13,5,8,5,4,True,False,1635539816
MedA,12,56,13,3,2,77,2,False,True,1632095760
MedE,22,50,50,2,8,74,1,False,False,1646988561
MedC,14,59,38,3,5,13,3,False,True,1665250312
MedC,0,33,41,4,9,89,2,False,False,1626377644
MedE,19,39,56,4,6,22,3,False,True,1688250843
MedB,0,49,33,2,7,6,2,False,True,1679759736
MedB,6,59,2,4,5,81,1,True,True,1662591191
MedB,10,37,40,3,8,71,3,False,False,1628149615
MedB,17,41,50,1,3,15,2,True,True,1660201870
MedB,10,24,30,1,8,49,4,False,True,1680578137
MedD,13,9,39,3,9,59,3,True,False,1605354961
MedD,4,55,54,3,3,31,4,False,True,1672479218
MedD,2,19,50,3,5,38,2,True,False,1656885166
MedE,10,43,27,4,7,82,3,True,True,1665418312
MedB,11,16,37,3,7,25,1,True,False,1657667961
MedB,21,5,4,3,4,73,4,True,False,1669261315
MedD,1,57,10,3,2,90,2,False,True,1646934407
MedD,11,24,59,1,8,31,4,True,False,1666084924
MedB,23,48,57,4,5,37,2,True,True,1621079891
MedB,3,44,0,3,3,7,3,False,False,1619265031
MedC,14,16,29,4,7,3,3,True,True,1654386421
MedB,15,9,50,3,4,44,1,True,False,1628224258
MedB,0,17,52,2,5,41,1,True,False,1688080044
MedC,5,2,50,2,2,4,1,True,False,1669733129
MedE,3,22,44,3,5,61,1,False,True,1644588788
MedC,12,38,38,4,2,70,1,True,True,1626298707
MedD,23,59,39,4,6,17,4,True,False,1622271063
MedE,4,18,14,5,7,29,3,True,True,1635098825
MedC,14,58,5,2,10,77,1,True,False,1624130136
MedD,14,52,56,2,6,13,1,False,False,1616406683
MedB,6,32,4,4,10,46,4,True,False,1628910853
MedC,11,35,38,3,6,82,1,True,True,1628038438
MedB,19,8,43,3,9,65,2,True,False,1610842866
MedB,11,50,0,4,10,7,2,False,True,1616279510
MedC,6,0,24,3,10,69,4,False,True,1699966160
MedE,10,15,10,5,1,50,4,True,True,1654757178
MedD,3,59,37,5,8,16,1,False,False,1696759088
MedC,4,3,50,2,8,44,3,True,True,1692565650
MedD,1,37,16,3,3,90,4,False,True,1670275693
MedA,5,2,44,4,5,21,4,True,False,1694643456
MedB,4,45,47,1,3,3,2,True,False,1672139996
MedC,8,22,15,2,10,37,2,True,False,1663832184
MedB,8,31,32,1,6,78,2,True,False,1609887693
MedB,7,34,29,1,10,34,3,True,True,1603520198
MedD,10,17,29,3,7,57,4,False,False,1659144156
MedD,17,2,37,5,5,60,2,True,False,1601249685
MedA,14,33,17,5,4,65,3,True,True,1689553981
MedA,20,17,39,2,9,43,3,True,True,1612183365
MedE,15,15,36,1,2,81,1,True,False,1664587465
MedB,2,43,19,1,6,93,4,True,False,1620419089
MedA,2,48,5,5,5,92,1,False,False,1659680892
MedE,1,15,23,1,6,55,1,False,False,1627903390
MedB,17,26,43,5,1,52,4,False,False,1648349049
MedB,7,23,55,2,7,32,4,True,False,1631940220
MedD,9,55,50,2,3,29,3,False,False,1603680897
MedC,20,58,8,2,1,20,3,True,False,1617603473
MedB,5,44,24,2,7,35,4,False,True,1608197316
MedE,18,59,31,1,4,15,4,True,True,1679547156
MedB,7,19,2,3,9,55,2,False,False,1609635511
MedC,21,39,10,4,6,50,4,False,False,1622499345
MedD,12,13,50,3,1,67,4,False,True,1619883882
MedA,2,16,48,5,4,26,4,True,True,1696960190
MedA,9,24,40,3,4,12,2,True,True,1629829718
MedE,7,41,4,2,10,63,4,False,False,1685913693
MedA,4,0,31,2,5,48,1,True,False,1665128784
MedA,20,51,32,2,10,35,2,False,True,1619346918
MedB,10,24,10,5,8,3,4,True,True,1654430943
MedC,9,48,58,2,10,25,3,False,True,1692078276
MedB,19,22,15,5,1,52,1,True,False,1630807055
MedA,11,39,1,3,4,68,1,False,True,1630316884
MedA,2,59,38,4,1,6,4,False,False,1614520422
MedE,20,37,47,1,9,30,3,False,False,1636607694
MedA,17,56,57,3,7,76,4,True,False,1642755553
MedC,18,9,29,2,10,5,1,False,False,1641390645
MedE,15,2,27,1,6,35,4,False,False,1680355372
MedB,2,35,38,4,7,5,1,False,False,1618512607
MedE,13,30,49,5,1,36,1,True,False,1697915996
MedB,6,35,19,3,3,79,1,False,False,1627162941
MedA,1,57,28,2,6,15,2,False,True,1684103988
MedB,22,29,23,2,2,18,4,True,False,1611956339
MedC,14,17,35,4,5,18,4,False,False,1664968372
MedB,5,56,43,2,2,82,3,True,False,1659602272
MedA,22,19,32,2,10,99,4,True,False,1664906788
MedC,9,11,13,4,6,9,2,False,False,1618258456
MedD,11,57,0,1,9,85,4,False,False,1618822043
MedB,21,23,28,3,5,20,1,False,False,1613320294
MedC,17,33,10,4,7,73,2,True,False,1600599515
MedD,4,38,45,4,4,5,3,True,False,1652355499
MedB,4,44,7,4,2,10,4,True,False,1683781305
MedA,8,7,51,1,10,58,2,False,False,1645989310
MedA,0,57,5,2,1,48,2,False,True,1684746246
MedB,9,26,54,3,8,4,2,False,True,1626652059
MedA,4,42,22,2,7,59,4,False,True,1667977040
MedB,19,30,45,3,5,67,2,True,True,1608592765
MedA,10,44,41,2,8,90,2,False,False,1653673628
MedD,7,33,45,4,9,34,3,False,False,1622484022
MedC,0,51,24,1,4,29,3,False,True,1677496966
MedE,2,12,42,1,1,87,2,True,True,1608737953
MedA,3,27,12,1,4,41,3,False,False,1665138991
MedD,4,14,16,5,10,33,1,False,True,1613717097
MedB,5,25,7,5,10,98,4,False,True,1635784165
MedE,18,38,52,2,8,29,4,False,True,1662810274
MedC,8,59,20,5,1,77,4,False,True,1649411759
MedD,14,47,35,5,5,80,4,True,False,1699543764
MedD,14,32,46,2,4,87,2,False,False,1632652563
MedC,2,54,42,1,10,53,1,False,False,1691581708
MedB,15,47,29,4,6,4,4,True,False,1685464349
MedE,21,26,20,5,3,55,4,False,True,1629822320
MedA,22,50,57,2,6,50,3,True,True,1690203126
MedD,2,46,24,4,2,28,1,False,True,1684038200
MedB,4,3,26,3,7,69,1,False,True,1680457693
MedA,19,46,48,5,6,87,3,False,False,1600782782
MedE,19,53,6,4,3,1,1,False,True,1632582084
MedD,23,46,23,4,10,30,3,True,True,1609035639
MedC,9,36,0,3,6,88,1,True,True,1613449714
MedD,15,27,42,5,3,50,3,False,False,1646252941
MedA,6,29,45,1,1,13,1,False,True,1666176653
MedB,18,13,53,2,4,10,3,True,False,1633955302
MedE,12,15,26,4,4,38,1,False,True,1627813643
MedC,8,21,19,1,6,11,2,False,True,1696611603
MedE,6,9,21,3,8,46,2,False,True,1655949335
MedC,11,59,19,3,7,89,3,True,False,1663840440
MedC,11,6,56,2,5,45,1,True,False,1650337694
MedE,15,52,2,1,4,27,4,True,False,1635821864
MedD,1,7,53,4,6,91,3,False,True,1657707075
MedB,4,48,35,2,2,88,4,False,False,1648263195
MedA,8,51,1,3,3,92,3,True,False,1682853167
MedE,23,31,5,4,4,96,3,True,True,1652035754
MedD,14,21,11,3,10,53,3,True,True,1642193633
MedC,3,19,7,4,4,19,2,True,True,1683986992
MedE,16,0,43,4,8,87,1,False,False,1676079552
MedB,3,44,32,4,3,39,4,False,True,1636784579
MedD,14,1,34,5,7,7,4,False,True,1653286463
MedE,11,26,32,3,3,62,4,False,True,1696041700
MedA,4,59,49,5,5,1,4,True,False,1668467545
MedA,11,53,33,4,10,27,2,True,True,1617534177
MedE,0,9,8,1,4,97,1,False,True,1679976608
MedC,10,20,39,1,9,39,3,False,True,1671413165
MedA,4,50,24,5,2,100,2,False,False,1666965783
MedB,20,43,53,2,7,91,2,False,True,1633783231
MedC,4,15,42,4,5,69,3,True,True,1624386762
MedD,8,41,1,1,4,17,1,True,False,1671906986
MedA,11,13,52,5,9,5,3,False,True,1664280816
MedC,9,53,6,1,9,56,3,True,True,1679266701
MedC,18,51,24,5,3,74,3,False,True,1636180518
MedC,16,4,11,2,2,68,2,True,False,1678812360
MedD,1,48,34,2,9,49,1,True,True,1606276621
MedC,8,25,17,1,8,37,2,True,False,1669790638
MedE,23,30,44,2,3,85,4,True,False,1639351490
MedB,15,0,55,3,2,16,2,True,True,1610386370
MedB,1,4,41,3,5,65,4,False,True,1680823291
MedD,0,13,24,3,3,92,2,True,True,1656238008
MedE,6,2,38,2,3,10,1,False,True,1636943913
MedB,14,8,39,4,9,53,1,True,True,1617058130
MedE,8,20,49,4,4,38,3,True,True,1682489668
MedC,0,16,59,3,9,79,1,True,False,1668753721
MedA,1,10,25,4,7,39,4,False,False,1645494224
MedD,7,5,28,5,3,33,2,True,False,1679588924
MedB,8,30,45,3,9,47,2,False,True,1665167728
MedC,18,11,9,2,5,33,2,True,False,1607572191
MedD,3,47,7,1,9,58,2,True,False,1695153476
MedE,19,54,11,1,5,38,4,True,True,1671357312
MedE,10,22,47,3,6,62,1,True,False,1691620474
MedB,0,21,5,4,3,42,1,True,True,1641327754
MedE,5,55,41,1,9,12,1,True,False,1685201363
MedB,1,53,7,4,3,89,4,True,False,1602292533
MedB,21,33,38,1,7,37,3,True,False,1687659324
MedB,4,31,32,4,10,61,4,True,True,1690763609
MedC,3,17,18,4,8,68,2,True,True,1643486951
MedE,8,45,52,5,10,21,2,True,True,1653282445
MedA,9,45,58,3,2,100,1,False,True,1670673114
MedE,14,46,1,3,10,79,4,False,True,1604063714
MedD,14,45,26,5,9,23,4,False,False,1624915475
MedD,3,8,5,4,5,18,3,False,True,1621964716
MedE,4,10,47,4,10,83,3,False,False,1611744023
MedD,11,7,52,3,5,94,1,False,False,1650036095
MedE,18,23,43,1,10,62,2,False,False,1657036339
MedC,19,9,11,1,2,75,3,True,False,1685222869
MedA,4,33,48,5,9,15,1,False,False,1644589313
MedB,11,59,33,1,4,73,1,False,False,1621756194
MedE,8,53,24,1,10,90,2,True,True,1671666787
MedB,7,5,23,4,7,56,3,False,False,1634145521
MedA,13,16,23,3,7,2,2,False,False,1616408311
MedE,10,56,57,1,9,72,4,True,False,1649521345
MedC,1,55,20,4,7,31,1,False,True,1604674010
MedD,4,58,51,4,6,32,3,False,False,1685692068
MedE,19,33,40,1,4,33,1,True,False,1625428929
MedD,6,5,40,1,7,99,3,False,True,1665225138
MedB,4,43,20,2,7,28,1,True,False,1600471881
MedB,23,33,20,2,4,82,1,False,False,1653046797
MedE,22,23,49,2,9,89,1,False,False,1609023549
MedB,16,56,26,5,3,7,1,False,True,1657568415
MedA,18,30,41,5,10,78,4,False,True,1687492611
MedE,1,35,58,5,6,77,2,False,True,1693971462
MedD,22,12,6,4,9,19,3,False,True,1627893436
MedA,7,17,39,5,7,75,2,True,False,1652330787
MedC,11,40,15,3,6,1,3,False,True,1678267535
MedB,7,56,24,4,5,100,4,True,False,1688863950
MedD,5,34,35,4,5,90,1,False,False,1675434864
